Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age,Total_Children,Customer_For_Years
Master,Single,36273.0,1,0,80,29,3,30,0,2,9,2,3,0,3,6,0,0,49,1,12
Master,Married,70777.0,0,1,80,500,35,113,0,7,78,3,5,3,12,3,0,0,58,1,12
Graduation,Married,17148.0,1,0,80,0,9,11,13,10,16,4,3,1,3,8,0,0,50,1,12
Master,Married,66476.0,0,1,80,500,28,152,25,9,57,2,6,8,10,4,0,0,57,1,13
Master,Married,45057.0,1,0,80,37,0,0,0,0,3,1,2,0,3,5,0,0,47,1,13
Graduation,Married,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,58,2,13
PhD,Single,52247.0,0,0,80,81,11,50,0,2,39,1,1,3,4,2,0,0,66,0,13
Master,Single,19485.0,2,0,80,0,0,0,0,0,0,1,1,0,2,7,0,0,40,2,13
PhD,Married,21840.0,1,0,80,17,0,0,0,0,1,1,1,0,3,9,0,0,43,1,13
Master,Single,41473.0,1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,41,1,13
Master,Divorced,31395.0,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,66,2,13
PhD,Single,68117.0,0,1,80,500,44,215,0,17,36,2,11,8,4,6,1,0,66,1,13
Master,Single,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,51,1,13
Master,Married,83151.0,0,0,80,500,75,500,100,42,125,1,5,7,10,2,1,0,54,0,13
PhD,Divorced,58086.0,0,1,80,500,7,62,0,0,15,2,11,3,7,8,0,0,57,1,13
PhD,Married,84460.0,0,0,80,152,27,103,100,54,81,0,9,9,4,5,1,0,66,0,13
Graduation,Single,66565.0,0,1,80,500,10,161,65,40,42,4,4,2,9,8,0,0,64,1,14
Graduation,Divorced,23910.0,1,0,80,16,12,18,0,1,13,1,2,0,3,7,0,0,57,1,14
Graduation,Single,35893.0,1,1,80,158,0,23,0,0,18,6,3,1,5,8,0,0,58,2,14
Graduation,Divorced,71128.0,1,0,80,500,75,447,20,0,31,3,2,10,12,7,0,0,53,1,14
Master,Married,38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,37,1,14
Graduation,Married,37150.0,1,0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,55,1,14
Graduation,Married,61064.0,0,1,80,387,75,342,0,45,125,5,8,4,11,6,0,0,50,1,14
PhD,Married,51650.0,0,1,81,152,3,22,0,5,7,1,4,1,4,5,0,0,50,1,12
Master,Married,55249.0,0,1,81,97,1,19,0,0,11,1,2,1,4,3,0,0,66,1,12
PhD,Single,46854.0,1,1,81,96,1,79,0,1,79,6,5,1,3,8,1,0,53,2,12
Basic,Married,14421.0,0,0,81,0,0,0,0,3,8,1,1,0,2,5,0,0,30,0,12
PhD,Married,54132.0,0,1,81,30,1,0,0,0,3,1,1,0,3,7,0,0,57,1,12
Graduation,Married,64813.0,1,0,81,293,0,124,100,65,52,1,7,2,10,5,0,0,48,1,12
Master,Married,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,56,1,13
Graduation,Married,58025.0,0,1,81,270,31,88,11,48,22,3,3,2,10,4,0,0,47,1,13
Master,Married,83790.0,0,0,81,500,16,417,42,48,16,1,8,10,6,3,0,0,66,0,13
Graduation,Married,34350.0,1,0,81,16,3,15,0,1,11,1,1,0,3,7,0,0,47,1,13
PhD,Single,33438.0,1,1,81,62,1,16,0,2,6,4,2,1,4,5,0,0,66,2,13
Master,Married,21955.0,1,0,81,0,1,0,17,14,11,2,2,1,3,6,0,0,40,1,13
PhD,Married,60491.0,0,1,81,500,47,237,12,19,76,4,6,11,7,5,0,0,55,1,13
PhD,Married,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,62,1,13
Graduation,Married,34421.0,1,0,81,0,3,0,0,2,9,1,1,0,2,7,0,0,52,1,13
PhD,Single,51411.0,1,2,81,0,0,0,0,0,1,1,0,0,3,5,0,0,66,3,13
Graduation,Divorced,71964.0,0,0,81,500,51,500,100,34,86,1,5,6,5,3,0,0,66,0,13
PhD,Married,64504.0,1,2,81,500,36,168,16,0,108,7,11,3,4,7,1,0,66,3,13
Graduation,Married,49678.0,0,1,81,229,5,56,0,2,20,2,6,2,4,7,0,0,65,1,13
Master,Single,60482.0,0,1,81,255,43,134,37,14,24,1,7,2,7,7,0,0,50,1,13
PhD,Single,55260.0,0,1,81,500,8,53,11,0,125,2,8,10,5,6,0,0,54,1,14
Master,Single,67369.0,0,1,81,500,0,70,37,14,42,4,7,4,10,4,1,0,57,1,14
Master,Married,47175.0,1,1,81,167,2,44,0,2,19,7,4,2,4,8,1,0,64,2,14
Graduation,Divorced,68743.0,0,0,81,500,75,384,100,65,115,1,11,5,13,7,0,0,59,0,14
PhD,Married,56937.0,1,0,81,500,8,125,11,8,8,7,8,6,9,6,1,0,45,1,14
Graduation,Married,83033.0,1,0,82,500,75,431,100,65,33,1,11,4,10,5,0,0,40,1,12
Graduation,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,50,1,12
Graduation,Married,44689.0,1,1,82,18,0,0,0,0,11,2,1,1,2,7,0,0,66,2,12
Master,Married,23162.0,1,1,82,0,3,0,19,4,22,3,1,1,3,6,0,0,56,2,13
Graduation,Divorced,63033.0,0,0,82,194,61,480,100,65,30,1,3,4,8,2,0,0,66,0,13
PhD,Single,40304.0,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,59,1,13
Graduation,Married,40059.0,1,0,82,110,29,92,28,10,125,1,6,2,3,8,0,0,42,1,13
Graduation,Married,80067.0,0,0,82,500,17,500,27,65,51,1,4,6,6,2,0,0,66,0,13
PhD,Single,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,45,1,13
PhD,Single,52247.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,45,1,13
Graduation,Married,40521.0,1,1,82,0,0,0,0,0,4,1,0,1,2,5,0,0,58,2,13
PhD,Married,66334.0,0,1,82,500,11,218,0,0,23,2,9,3,5,5,1,0,66,1,13
Graduation,Single,11012.0,1,0,82,24,3,26,0,1,23,3,3,1,2,9,0,0,42,1,13
Graduation,Divorced,31615.0,1,0,82,0,3,20,0,11,9,2,2,0,3,7,0,0,50,1,13
Graduation,Married,52247.0,1,1,82,71,1,16,0,0,9,4,2,1,3,8,0,0,55,2,13
PhD,Married,69098.0,0,0,82,500,22,500,100,0,125,1,7,8,9,5,0,0,66,0,13
Graduation,Single,70792.0,0,0,82,344,45,500,100,11,114,2,3,4,10,3,0,0,66,0,13
Graduation,Married,17688.0,1,0,82,0,2,0,0,1,2,1,1,0,2,8,0,1,47,1,13
Basic,Married,25443.0,1,0,82,0,4,0,0,9,7,1,1,0,3,8,0,0,37,1,14
PhD,Married,57091.0,0,1,82,462,0,24,0,0,4,2,9,2,5,7,1,0,54,1,14
Master,Single,24336.0,1,0,82,0,6,0,0,2,12,1,1,0,2,7,0,0,45,1,14
Master,Married,51111.0,1,1,83,22,0,19,0,5,3,2,2,0,3,6,0,0,45,2,12
Graduation,Single,44503.0,1,1,83,31,1,0,0,0,8,2,2,0,3,6,0,0,54,2,12
Master,Married,56850.0,0,1,83,34,1,19,0,7,0,1,1,1,3,2,0,0,55,1,12
PhD,Single,66582.0,0,0,83,500,25,420,16,38,0,1,2,8,9,1,0,0,57,0,12
Master,Married,23148.0,0,0,83,0,6,0,0,3,10,1,2,0,3,7,0,0,41,0,12
Graduation,Married,82224.0,0,0,83,307,26,360,100,31,40,1,6,9,5,3,0,0,62,0,12
PhD,Married,61917.0,1,1,83,46,4,36,0,2,1,1,2,0,4,5,0,0,52,2,13
Graduation,Married,43482.0,2,1,83,18,1,32,0,3,28,3,2,0,4,6,0,0,60,3,13
Graduation,Divorced,68274.0,1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,47,2,13
Graduation,Single,42373.0,1,1,83,67,5,61,0,8,19,5,2,1,5,5,0,0,52,2,13
Master,Married,52247.0,0,1,83,161,0,22,0,0,24,2,4,1,4,6,0,0,66,1,13
Graduation,Single,57537.0,1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,47,1,13
PhD,Single,80995.0,0,1,83,500,28,409,73,56,56,1,8,9,4,4,0,0,66,1,13
Graduation,Divorced,30992.0,1,0,83,17,0,14,0,3,2,1,1,0,3,7,0,0,50,1,13
PhD,Married,78642.0,0,1,83,500,0,322,46,35,17,1,4,9,4,6,0,0,55,1,13
Graduation,Married,74268.0,0,0,83,199,66,315,97,65,41,1,4,3,5,2,0,0,66,0,13
Graduation,Married,75072.0,0,1,83,500,34,309,0,22,125,2,5,4,8,3,0,0,64,1,13
Graduation,Married,56253.0,0,1,83,500,0,65,0,11,5,4,7,2,9,6,0,0,63,1,14
Graduation,Married,59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,66,1,14
Graduation,Married,62807.0,0,1,83,500,28,135,10,21,99,3,5,3,12,5,0,0,66,1,14
PhD,Married,23626.0,1,0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,56,1,12
Master,Married,46106.0,1,1,84,30,0,0,0,0,14,1,1,1,2,6,0,0,50,2,12
Graduation,Married,81168.0,0,0,84,410,0,500,100,22,22,1,6,4,7,3,0,0,61,0,12
Graduation,Married,27244.0,1,0,84,0,5,17,0,24,46,2,2,2,2,7,0,0,47,1,12
Graduation,Married,26091.0,1,1,84,15,10,19,0,17,20,3,2,1,3,5,0,0,66,2,12
Master,Married,43142.0,1,1,84,0,1,0,0,1,4,1,1,0,2,7,0,0,57,2,12
Graduation,Married,38232.0,1,1,84,43,5,28,0,6,33,4,3,1,3,5,0,0,55,2,12
Graduation,Married,92533.0,0,0,84,500,21,118,100,65,42,1,6,5,11,2,0,0,41,0,13
Graduation,Single,63285.0,0,0,84,500,75,249,50,38,125,1,6,5,13,3,0,0,66,0,13
Graduation,Married,38946.0,0,1,84,116,6,82,0,6,41,2,3,1,6,5,0,0,66,1,13
PhD,Married,40233.0,0,1,84,80,4,46,0,17,2,5,2,1,5,6,0,0,51,1,13
Master,Married,46831.0,1,1,84,22,2,10,0,4,34,2,1,2,2,4,0,0,57,2,13
Graduation,Married,67605.0,0,0,84,336,28,282,100,54,54,1,2,8,6,1,0,0,39,0,13
Master,Single,70379.0,0,1,84,500,25,142,65,65,8,3,6,3,13,4,0,0,50,1,13
Master,Divorced,77297.0,0,0,84,408,61,109,48,65,41,1,5,7,9,4,0,0,66,0,13
Graduation,Married,55759.0,0,1,84,500,0,85,10,7,77,5,10,3,8,8,0,0,64,1,14
Master,Single,58217.0,2,1,84,68,1,13,0,5,13,1,2,0,4,6,0,0,66,3,14
Graduation,Married,51369.0,0,1,84,297,7,79,0,11,125,2,8,2,4,8,0,0,50,1,14
Graduation,Single,91249.0,0,0,84,500,27,119,71,65,27,0,7,9,6,4,1,0,66,0,14
Master,Married,52513.0,0,0,84,367,17,241,100,65,125,2,9,5,9,7,0,0,48,0,14
Master,Married,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,56,1,12
Graduation,Married,76081.0,0,0,85,292,30,415,63,33,125,1,4,5,4,2,0,0,64,0,12
Graduation,Divorced,39996.0,1,1,85,0,0,0,0,0,1,1,1,0,2,6,0,0,52,2,12
PhD,Married,55012.0,0,1,85,500,0,65,0,0,13,6,8,2,9,5,0,0,53,1,12
Graduation,Single,77457.0,0,0,85,500,11,400,15,45,11,1,2,5,10,1,0,0,66,0,12
Graduation,Single,80695.0,0,0,85,500,75,500,100,37,18,1,5,8,5,2,0,0,63,0,13
Graduation,Married,71866.0,0,1,85,184,75,178,100,39,33,1,6,3,10,3,0,0,66,1,13
Master,Married,73450.0,0,0,85,500,51,415,90,65,37,1,7,8,11,3,0,0,44,0,13
PhD,Divorced,55614.0,0,0,85,500,13,131,0,0,26,1,9,4,6,7,0,0,66,0,13
Master,Married,30753.0,1,1,85,0,5,25,0,9,30,2,1,1,3,5,0,0,59,2,13
Master,Married,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,66,2,13
Graduation,Married,22280.0,1,0,85,0,1,0,0,1,2,1,1,0,2,8,0,0,51,1,13
Master,Married,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,66,2,13
Graduation,Married,76998.0,0,1,85,500,75,161,69,35,107,2,11,8,8,6,0,0,66,1,13
Master,Married,80573.0,0,0,85,500,75,430,60,65,15,1,4,6,13,2,0,0,55,0,14
Graduation,Married,24711.0,0,0,86,0,7,25,0,3,7,1,3,0,3,7,0,0,44,0,12
PhD,Married,38829.0,0,1,86,76,0,0,0,0,16,1,3,2,2,5,0,0,66,1,12
PhD,Single,71466.0,0,0,86,412,12,500,78,65,0,1,4,4,10,1,0,0,52,0,12
Master,Married,28839.0,1,1,86,24,0,0,0,0,1,2,2,0,3,5,0,0,66,2,12
Graduation,Married,53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,66,2,12
Master,Single,73705.0,0,2,86,500,75,500,100,65,107,2,9,6,8,5,0,0,66,2,12
Graduation,Married,22448.0,1,0,86,0,1,0,23,2,18,3,2,1,3,3,0,0,44,1,12
Graduation,Divorced,12571.0,1,0,86,0,5,14,0,12,17,4,3,1,3,6,0,0,50,1,12
Master,Married,73113.0,0,0,86,500,19,154,50,9,28,1,3,4,7,2,0,0,66,0,13
Graduation,Married,35765.0,1,0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,36,1,13
PhD,Single,46734.0,1,2,86,100,1,39,0,1,76,4,3,2,3,6,0,0,60,3,13
PhD,Married,66313.0,0,1,86,500,7,99,10,22,7,2,6,3,12,4,0,0,63,1,13
Master,Married,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,66,0,13
Graduation,Married,44393.0,1,1,86,24,2,20,0,2,10,2,1,0,4,4,0,0,61,2,13
PhD,Married,38197.0,1,0,86,23,0,11,0,1,3,1,1,0,3,5,0,0,40,1,13
PhD,Married,51012.0,0,0,86,102,9,63,0,9,24,1,4,1,4,6,0,0,66,0,13
Graduation,Married,13672.0,1,1,86,0,2,0,0,1,5,2,1,0,3,8,0,0,66,2,13
Graduation,Married,41452.0,1,1,86,0,0,0,0,0,0,1,1,0,2,7,0,0,66,2,13
Graduation,Married,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,0,0,44,1,13
Basic,Single,14906.0,0,0,86,0,7,14,0,16,15,3,2,1,3,7,0,0,40,0,14
Master,Single,33812.0,1,0,86,0,17,19,30,24,39,2,2,1,3,6,0,0,41,1,14
Master,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,51,2,14
Master,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,1,0,51,2,14
Master,Married,53230.0,0,1,86,176,72,98,100,21,125,4,5,2,12,5,0,0,66,1,14
Master,Married,88420.0,0,0,87,500,75,500,99,65,125,1,4,7,8,1,0,0,37,0,12
Master,Single,39548.0,1,1,87,15,4,10,0,4,18,2,1,1,3,3,0,0,63,2,12
Graduation,Married,61278.0,0,1,87,111,3,28,0,6,15,2,3,1,4,6,0,0,66,1,12
Graduation,Single,81246.0,0,0,87,398,75,500,61,65,37,1,4,5,7,1,0,0,62,0,13
Graduation,Single,58330.0,0,1,87,445,53,213,100,65,125,1,6,4,13,4,0,0,51,1,13
Graduation,Married,65777.0,0,0,87,500,32,435,28,32,54,1,2,8,6,1,0,0,59,0,13
Master,Married,70829.0,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,46,2,13
Master,Married,52247.0,0,0,87,445,37,359,98,28,18,1,2,4,8,1,0,0,53,0,13
Master,Single,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,64,2,13
Graduation,Single,25930.0,1,1,87,0,1,0,0,0,4,1,1,0,2,7,0,0,59,2,13
Graduation,Married,54753.0,0,1,87,197,75,227,0,59,125,3,5,2,11,4,0,0,66,1,13
PhD,Married,28440.0,1,0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,52,1,13
Master,Married,23559.0,1,0,87,25,5,19,0,0,23,3,3,0,3,7,0,0,53,1,13
Graduation,Divorced,62335.0,0,1,87,243,75,217,85,6,26,2,3,3,13,2,0,0,66,1,13
Graduation,Married,63777.0,1,1,87,457,5,106,15,17,53,8,11,1,6,8,0,0,47,2,13
Graduation,Married,59666.0,1,1,87,500,53,178,23,17,125,7,3,2,8,8,0,0,54,2,13
Master,Married,50965.0,0,1,87,500,13,85,0,6,29,3,10,4,5,8,0,0,66,1,13
Master,Married,71488.0,0,0,87,162,33,124,40,28,125,2,3,4,7,1,0,0,61,0,13
Graduation,Single,72228.0,0,0,87,500,28,491,30,14,56,1,6,7,8,3,0,0,66,0,14
PhD,Single,46231.0,2,1,87,189,2,55,0,5,12,4,6,1,4,9,0,0,66,3,14
Graduation,Married,75702.0,0,1,87,500,0,500,100,37,37,1,10,5,13,6,0,0,52,1,14
Graduation,Divorced,43300.0,0,1,87,91,3,52,0,1,31,3,4,0,4,8,1,0,55,1,14
Graduation,Married,78618.0,0,0,87,500,75,500,100,65,61,1,4,7,10,2,0,0,66,0,14
Graduation,Married,52247.0,1,1,87,19,4,12,0,2,6,1,1,0,3,5,0,0,66,2,14
Graduation,Single,29760.0,1,0,87,64,4,68,0,5,17,4,3,1,4,8,0,0,41,1,14
Graduation,Married,50127.0,0,1,88,274,0,21,0,6,15,1,5,1,6,6,0,0,64,1,12
Graduation,Married,29604.0,1,0,88,0,6,13,0,6,14,1,1,0,3,9,0,0,38,1,13
Graduation,Married,49413.0,0,1,88,205,7,41,0,2,46,2,4,2,5,5,0,0,66,1,13
Graduation,Married,51876.0,0,0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,66,0,13
Graduation,Married,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,52,2,13
PhD,Divorced,85696.0,0,0,88,500,75,395,100,0,12,1,4,6,9,1,1,0,64,0,13
Master,Divorced,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,64,1,13
Graduation,Divorced,43185.0,0,1,88,500,6,42,16,6,30,2,9,3,6,8,0,0,66,1,13
PhD,Married,60631.0,1,1,88,500,6,65,0,6,19,5,9,2,8,7,0,0,51,2,13
Master,Married,20559.0,1,0,88,0,1,29,0,0,7,2,2,0,3,8,0,0,41,1,13
Master,Married,50898.0,1,1,88,285,28,242,55,65,125,13,6,2,12,5,0,0,66,2,13
Graduation,Married,73807.0,0,1,88,366,75,156,71,65,54,2,5,5,11,2,0,0,48,1,13
Master,Married,14661.0,0,0,88,0,1,11,0,2,2,1,1,0,3,6,0,0,66,0,13
Graduation,Married,36807.0,1,1,88,0,2,0,0,0,5,1,1,0,2,6,0,0,66,2,14
Master,Married,46772.0,0,1,88,350,75,189,100,65,57,6,11,8,5,8,0,0,51,1,14
PhD,Married,81574.0,0,0,89,500,0,465,46,35,0,1,4,5,8,1,0,0,66,0,12
Graduation,Married,30772.0,1,1,89,0,2,0,0,1,4,1,1,0,2,6,0,0,50,2,12
PhD,Married,46377.0,1,0,89,37,0,46,0,3,0,1,2,1,3,4,0,0,48,1,12
PhD,Married,78128.0,0,1,89,500,24,230,16,24,36,2,8,4,6,3,0,0,52,1,12
PhD,Married,83443.0,0,0,89,500,42,500,55,56,84,1,6,10,5,2,0,0,54,0,13
Master,Married,50523.0,1,1,89,51,4,24,0,7,1,2,2,0,4,6,0,0,66,2,13
Graduation,Married,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,61,1,13
Master,Married,37054.0,1,1,89,0,1,0,0,1,5,2,1,0,3,7,0,0,59,2,13
PhD,Married,32011.0,1,0,89,99,0,15,0,1,5,3,2,1,4,7,0,0,55,1,13
Master,Married,82122.0,0,0,89,500,22,350,100,25,100,1,3,9,13,1,0,0,64,0,13
Graduation,Divorced,70300.0,1,0,89,500,61,338,60,46,46,3,5,5,13,8,0,0,51,1,13
Master,Married,21024.0,0,0,89,36,4,18,0,2,18,1,2,0,4,7,0,0,50,0,13
Graduation,Married,34916.0,2,0,89,51,23,82,33,0,42,4,5,1,3,9,0,0,58,2,13
Graduation,Married,27943.0,1,1,89,0,1,16,0,1,3,3,2,0,3,8,0,0,59,2,13
Master,Married,39791.0,0,1,89,85,15,27,13,13,21,2,3,1,4,7,0,0,55,1,13
PhD,Married,62745.0,0,1,89,500,21,464,28,10,32,3,7,8,11,5,0,0,61,1,13
Graduation,Single,18589.0,0,0,89,0,4,25,15,12,13,2,2,1,3,7,0,0,57,0,13
Graduation,Married,85606.0,0,1,89,500,42,500,100,30,84,2,6,7,9,3,0,0,50,1,14
Basic,Married,26997.0,0,0,89,0,23,78,100,49,125,2,4,2,5,7,0,0,66,0,14
Graduation,Single,82332.0,0,0,89,500,59,500,51,65,19,1,5,3,12,2,1,0,65,0,14
PhD,Married,38853.0,1,1,90,29,0,14,0,0,2,2,2,0,3,7,0,0,56,2,12
Master,Divorced,27071.0,1,0,90,0,3,19,0,2,3,2,2,0,3,6,0,0,58,1,12
PhD,Single,90933.0,0,0,90,500,31,430,62,63,79,1,4,6,4,1,0,0,66,0,12
PhD,Married,65814.0,0,1,90,500,14,113,10,14,35,3,8,2,10,5,0,0,60,1,12
PhD,Married,74250.0,0,0,90,500,11,392,75,0,0,1,2,11,4,1,0,0,66,0,12
Master,Married,33181.0,1,0,90,0,0,0,0,0,4,1,1,0,2,6,0,0,50,1,12
Master,Single,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,66,0,13
Master,Married,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,66,1,13
PhD,Married,48699.0,1,1,90,26,1,10,0,0,1,1,1,0,3,5,0,0,66,2,13
Graduation,Married,59111.0,0,0,90,500,0,134,28,28,125,1,11,1,8,7,0,0,66,0,13
Graduation,Married,48726.0,0,1,90,138,3,38,0,0,59,3,3,2,4,6,0,0,66,1,13
Graduation,Divorced,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,0,0,66,2,13
Graduation,Married,74854.0,1,2,90,500,59,487,58,29,73,7,2,5,5,5,0,0,56,3,13
PhD,Married,60896.0,0,1,90,500,30,399,60,46,125,3,9,10,4,6,1,0,62,1,14
PhD,Married,67546.0,0,0,90,500,75,500,100,38,125,1,4,10,5,3,0,0,38,0,14
Graduation,Single,46923.0,1,0,90,85,44,54,100,65,6,3,5,1,7,7,0,0,39,1,14
Graduation,Married,38988.0,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,54,3,14
Master,Divorced,49118.0,0,0,90,500,54,239,99,65,119,2,9,7,10,7,1,0,55,0,14
PhD,Married,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,48,1,14
PhD,Single,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,52,1,12
Graduation,Divorced,56981.0,0,0,91,500,48,217,32,12,24,1,2,3,13,6,0,0,45,0,12
Graduation,Married,23228.0,1,0,91,53,3,49,0,4,5,4,3,0,4,8,0,0,42,1,12
Graduation,Married,90000.0,0,0,91,500,75,133,94,65,125,1,4,8,5,1,0,0,42,0,13
PhD,Married,55707.0,0,1,91,208,7,82,30,65,35,2,3,2,9,3,0,0,66,1,13
Graduation,Single,9255.0,1,0,91,0,0,0,0,0,4,1,1,1,2,8,0,0,37,1,13
PhD,Single,42997.0,1,1,91,0,0,0,0,1,5,1,1,0,2,7,0,0,49,2,13
Graduation,Married,71232.0,0,1,91,500,17,170,34,26,17,2,11,2,10,7,0,0,66,1,13
PhD,Married,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,66,1,13
Master,Married,33585.0,0,1,91,30,11,33,13,6,29,1,2,0,4,4,0,0,60,1,13
Master,Married,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,61,1,13
Graduation,Married,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,66,2,13
Graduation,Married,76653.0,0,0,91,500,63,500,100,65,125,1,4,7,11,2,0,0,57,0,13
PhD,Married,76542.0,0,0,91,500,73,500,0,29,14,1,4,8,10,2,0,0,66,0,13
Master,Married,76995.0,0,1,91,500,75,498,0,16,125,2,11,4,9,5,0,0,66,1,13
Graduation,Married,38415.0,1,1,91,22,1,13,0,0,4,2,1,0,3,7,0,0,48,2,13
Graduation,Divorced,22304.0,0,0,91,0,2,0,0,4,2,1,1,0,2,8,0,0,66,0,14
Graduation,Single,75127.0,0,0,92,203,35,305,46,17,125,1,2,11,5,1,0,0,66,0,12
Graduation,Married,39722.0,0,1,92,32,0,0,0,0,8,2,2,0,3,5,0,0,66,1,12
PhD,Single,7144.0,0,2,92,81,4,33,0,2,125,0,23,1,1,0,0,0,60,2,13
Graduation,Married,39771.0,1,0,92,0,2,18,0,8,14,1,2,0,3,4,0,0,49,1,13
Master,Divorced,42618.0,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,54,1,13
PhD,Married,51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,66,1,13
Graduation,Married,74716.0,0,1,92,133,27,421,13,65,71,2,7,3,5,4,0,0,54,1,13
Graduation,Single,33955.0,1,0,92,100,2,128,23,7,10,4,5,1,5,8,0,0,51,1,13
Master,Married,45736.0,0,1,92,188,3,180,20,3,43,5,7,1,6,7,0,0,66,1,13
Graduation,Single,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,55,0,13
Graduation,Married,60093.0,0,1,92,500,12,109,16,6,90,2,7,2,10,6,0,0,52,1,13
Graduation,Single,30822.0,1,0,92,0,9,13,0,12,12,1,1,0,3,7,0,0,57,1,13
Graduation,Married,41728.0,1,0,92,0,6,15,0,5,13,1,2,0,2,10,0,0,58,1,13
Master,Married,80739.0,0,0,92,500,75,500,39,0,92,1,3,11,9,1,0,0,66,0,13
Graduation,Single,49767.0,0,0,92,202,47,197,55,42,125,1,5,4,8,4,0,0,35,0,13
Basic,Married,34445.0,0,0,92,228,75,122,100,65,30,6,11,2,8,9,0,0,45,0,13
Graduation,Single,67046.0,0,1,92,500,35,133,23,65,107,2,4,5,4,2,0,0,66,1,13
Graduation,Married,73538.0,0,1,92,500,75,428,99,65,107,3,10,4,9,7,0,0,61,1,14
Graduation,Married,80398.0,0,0,92,342,51,500,100,35,26,1,5,8,12,3,0,0,60,0,14
Master,Married,52973.0,0,1,92,500,0,76,12,9,125,7,9,6,9,8,0,0,66,1,14
Graduation,Married,38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,1,66,2,14
Master,Married,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,66,0,14
Master,Married,23331.0,1,0,92,0,36,0,0,10,45,2,3,0,3,8,0,0,38,1,14
Graduation,Married,60544.0,1,1,92,201,2,43,0,5,35,4,5,1,5,6,0,0,65,2,14
PhD,Married,49269.0,1,0,92,500,8,166,11,8,58,3,7,3,12,7,0,0,55,1,14
Graduation,Married,27203.0,1,1,92,0,2,21,0,0,24,2,1,1,2,8,0,0,66,2,14
Master,Married,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,38,1,12
Graduation,Married,67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,1,48,0,12
Graduation,Married,77583.0,0,0,93,372,23,384,100,12,108,1,4,5,9,2,0,0,48,0,12
Graduation,Married,76630.0,0,0,93,255,31,446,40,56,125,1,3,10,11,1,0,0,43,0,12
